File Number,Company Name,County,Region,Service Category Name,Email,Phone No
TRA4/27/B01/354," NEW MYKES  NEKTAR ENTERPRISE",Uasin Gishu,Eldoret,Restaurants,ceciliahjeptoo@gmail.com,710255943
TRA4/27/B02/008,Shepherd Tavern Bush,Uasin Gishu,Eldoret,Restaurants,null,704223441
TRA4/27/B02/017,THE PRIME JUNCTION BAR AND RESTAURANT LTD,Uasin Gishu,Eldoret,Restaurants,chesospeter9@gmail.com,2.54723E+11
TRA4/27/B02/018,Members Butchery,Uasin Gishu,Eldoret,Restaurants,kimaruwycliffe@gmail.com,726779807
TRA4/28/B01/001,County Inn Bar And Restaurant,Elgeyo-Marakwet,Eldoret,Restaurants,emmyjebiwott77@gmail.com,724232665
TRA4/29/B01/010,Maita Lux Garders Resort,Nandi,Eldoret,Restaurants,chebetcaroline78@gmail.com,723099733
TRA4/29/B01/014,Kipchipmatt Hotel kapsoit,Kericho,Eldoret,Restaurants,kipchimchimenterprises@gmail.com,780560000
TRA4/29/B01/027,Mosoriot Gardens,Nandi,Eldoret,Restaurants,nancyngetichh@gmail.com,720587147
TRA4/29/B01/034,Tiryo Grill,Nandi,Eldoret,Restaurants,tsbak@outlook.com,795508651
TRA4/29/B01/052,H.B Prestige Restaurant,Nandi,Eldoret,Restaurants,edwinbarasa79@gmail.com,722410218
TRA4/29/B01/058,Royal Grill Hotel,Nandi,Eldoret,Restaurants,royalgrillkapsabet2022@gmail.com,724399399
TRA4/29/B02/016,Edens Lounge,Nandi,Eldoret,Restaurants,edenspringscoltd@gmail.com,713449449
TRA2/01/B01/261,CHOP IT EXPRESS LTD,Mombasa,Mombasa,Restaurants,mo@chopit.net,25473424304
TRA2/02/B01/11,LEONARDOS LTD,Kwale,Mombasa,Restaurants,leonardos.diani@gmail.com,704241497
TRA2/02/B01/23,RESTAURANT SUBTERRAN LIMITED,Kwale,Mombasa,Restaurants,cave@alibarbours.com,714456131
TRA3/3/B01/55127,OKRAM LIMITED,Kilifi,Malindi,Restaurants,markluk612@yahoo.it,791555131
TRA5/45/B01/55197,MAKAO HOTEL,Kisii,Kisumu,Restaurants,dimple21191@gmail.com,2.54703E+11
TRA7/20/B01/55231,NESTLING RESTAURANT,Kirinyaga,Nyeri,Restaurants,Waruimkinyua@gmail.com,729685659
TRA1/1/B02/55242,MAJID AL FUTTAIM HYPERMARKET LTD-PROMANADE,NULL,Nairobi,Restaurants,amarore@mafcarrefour.com,NULL
TRA3/4/B01/55310,SHEMEJI HOTEL HOLA,Tana River,Malindi,Restaurants,SHEMEJIHOTEL@GMAIL.COM,723227903
TRA7/15/B02/55311,"COAL AND GOLD BAR ",Kitui,Nyeri,Restaurants,benjaminkyalo12@gmail.com,2.54721E+11
TRA1/47/B02/55328,Elevn 11 Ltd,Nairobi,Nairobi,Restaurants,thelocationke@gmail.com,792788562
TRA1/16/B02/55388,MATUMATT LIMITED,Machakos,Nairobi,Restaurants,matusuper@yahoo.com,25472587748
TRA2/3/B01/55444,SHABNUU ENTERPRISES,Kilifi,Mombasa,Restaurants,shabbirnurdin@gmail.com,25472191972
TRA4/27/B02/55450,BANIYAS SQUARE LIMITED,Uasin Gishu,Eldoret,Restaurants,baniyassquare@gmail.com,723879168
TRA1/47/B01/55455,BONDS GARDEN RESTAURANT LIMITED,Nairobi,Nairobi,Restaurants,accounts@bondsgarden.com,722728571
TRA5/45/B01/55474,Mount Everest Hotel,Kisii,Kisumu,Restaurants,ptrmagati@gmail.com,746779951
TRA2/1/B01/55578,airport view investment ltd Massawa bar and restaurant,Mombasa,Mombasa,Restaurants,airportview77ltd@gmail.com,746620505
TRA1/47/B01/55627,Coffee & Plant Ltd,Nairobi,Nairobi,Restaurants,podmylk@gmail.com,705883463
TRA4/26/B01/55720,MORDEN BISTRO,Trans-Nzoia,Eldoret,Restaurants,mordenbistro@gmail.com,722211532
TRA1/13/B02/55737,"MITHERU HILL TOP LIMITED ",Tharaka-Nithi,Nairobi,Restaurants,mamwemi@yahoo.co.uk,721465859
TRA4/27/B01/55752,RESTOPAK LOUNGE AND GRILL,Uasin Gishu,Eldoret,Restaurants,maiyoej@gmail.com,729912152
TRA4/27/B01/018,THE BAKERS YARD,Uasin Gishu,Eldoret,Restaurants,eldobakersyard@gmail.com,0
TRA6/32/B01/55935,Jimmy's Chomabite Limited,Nakuru,Nakuru,Restaurants,skuria09@gmail.com,721893342
TRA6/32/B02/55955,Jimmy's Chomabite Limited,Nakuru,Nakuru,Restaurants,skuria09@gmail.com,721893342
TRA1/47/B01/55979,THE GRACEFUL CHINESE RESTAURANT GTC,Nairobi,Nairobi,Restaurants,1070915783@qq.com,717373369
TRA1/47/B01/55982,THE GRACEFUL CHINESE RESTAURANT LANGATA,Nairobi,Nairobi,Restaurants,1070915783@qq.com,717373369
TRA5/38/B01/56052,POLA HOMEPARK HOTEL,Vihiga,Kisumu,Restaurants,abelojango90@gmail.com,726464674
TRA5/42/B01/56055,LALU'S FAST FOOD LTD.,Kisumu,Kisumu,Restaurants,"lalufastfood2018@gmail.com ",713060300
TRA4/27/B01/56092,Funfair lounge ltd,Uasin Gishu,Eldoret,Restaurants,panvilalounge@gmail.com,777475296
TRA4/27/B01/56097,NDUPAWA PRESTIGE LTD,Uasin Gishu,Eldoret,Restaurants,ndupawahotels2019@gmail.com,2.54722E+11
TRA4/27/B01/56111,Romani Outdoor Events Limited,Uasin Gishu,Eldoret,Restaurants,romanioutdoor@gmail.com,721207895
TRA1/47/B01/56154,GAKINDU RESTAURANT,Nairobi,Nairobi,Restaurants,rwachira070@gmail.com,2.54727E+11
TRA4/27/B01/56161,THE WELL HOLDINGS LIMITED,Uasin Gishu,Eldoret,Restaurants,accounts@thewell.co.ke,791179880
TRA2/2/B01/56162,"Funky Monkey Ventures ",Kwale,Mombasa,Restaurants,funkymonkeydiani@gmail.com,742794527
TRA4/27/B02/56190,Jedina Hotel,Uasin Gishu,Eldoret,Restaurants,jedinainvestmentltd@gmail.com,722636544
TRA6/33/B01/56253,"ACACIA RESORT ",Narok,Nakuru,Restaurants,tituskaruri62@gmail.com,2.54723E+11
TRA2/1/B01/56267,"Mikma Bar and Restaurant ",Mombasa,Mombasa,Restaurants,Damarismaseki@gmail.com,2.54725E+11
TRA3/3/B02/56311,MUMTAZ CAFE,Kilifi,Malindi,Restaurants,flyoverlink@gmail.com,2.54715E+11
" TRA1/47/B01/603",OPEN HOUSE RESTAURANT LIMITED,Nairobi,A,Restaurants,OPENHOUSE.RESTAURANT@GMAIL.COM,727726345
TRA2/1/B02/56375,PRIDEINN FLAMINGO BEACH RESORT LIMITED,Mombasa,Mombasa,Hotels,hro@flamingobeach.co.ke,793070921
TRA6/32/B02/56453,CURRY ON RESTAURANT,Nakuru,Nakuru,Restaurants,wesongastanley18@gmail.com,25472578057
TRA3/5/B01/56493,WHISPERS BARAKA LTD,Lamu,Malindi,Restaurants,barakalamu@yahoo.com,702879917
TRA4/27/B01/56496,Spass Resort,Uasin Gishu,Eldoret,Restaurants,spassresort@gmail.com,722317299
TRA4/26/B01/56556,CANAAN RESTAURANT,Trans-Nzoia,Eldoret,Restaurants,martkeya@yahoo.com,727357552
TRA1/22/B01/56613,Kiambethu Farm,Kiambu,Nairobi,Restaurants,info@kiambethufarm.co.ke,25472929089
TRA4/27/B01/56684,"THE CLOUD NINE PLACE ",Uasin Gishu,Eldoret,Restaurants,cloudrestaurant@gmail.com,790162676
TRA6/32/B01/56800,Urban Grade Dining,Nakuru,Nakuru,Restaurants,kiariesusan2@gmail.com,715557481
TRA2/1/B01/56954,BOLLYWOOD BITES LIMITED,Mombasa,Mombasa,Restaurants,tax@bollywoodbites.co.ke,733637099
TRA6/32/B01/56962,BAVA RESTAURANT LIMITED,Nakuru,Nakuru,Restaurants,abdikadirahmedibrahim@yahoo.com,725230695
TRA1/47/B01/893,HOSPITALITY FOODS PRIVATE LTD - SGR NAIROBI,Nairobi,Nairobi,Restaurants,hospitalityfoods@gmail.com,25473100006
TRA2/6/B01/56999,TAMRAH RESTAURANT LTD,Taita-Taveta,Mombasa,Restaurants,petrozenltd@gmail.com,726234466
" TRA7/21/B01/77",BETA PLACE RESTAURANT,Murang’a,A,Restaurants,betapetroleum18@gmail.com,25472196932
TRA6/35/B02/57049,KIPCHIMCHIM WHOLESALERS LIMITED-teaview hotel,Kericho,Nakuru,Guest Houses,Kipchimattwholesalers@gmail.com,722745814
TRA3/5/B01/57064,SEAFRONT CAFE,Lamu,Malindi,Restaurants,miamiji2000@yahoo.co.uk,728711832
TRA6/32/B01/57084,safaricafe,Nakuru,Nakuru,Restaurants,rozaghouse@gmail.com,726545496
TRA6/32/B01/57099,THE PARTY ISLAND LTD,Nakuru,Nakuru,Restaurants,thepartyislandlimited@gmail.com,795569477
TRA1/47/B02/57118,MOLLINE TRADERS LTD,Nairobi,Nairobi,Restaurants,rhinototal@gmail.com,700090583
TRA3/3/B01/57210,ALF-SHUKRAN,Kilifi,Malindi,Restaurants,MOHAMEDMOODY811@GMIL.COM,715731572
TRA6/33/B01/57322,LYNSON AFRICA RESORT,Narok,Nakuru,Restaurants,reservations@lynsonafricaresort.com,2.54741E+11
TRA2/1/B01/57327,TAWA AND WOK LTD,Mombasa,Mombasa,Restaurants,OMAGWADARLENE@GMAIL.COM,731857156
TRA3/3/B01/57350,Maasaindian Beach Restaurant,Kilifi,Malindi,Restaurants,selinaiha@yahoo.com,712151723
TRA7/12/B01/145,The Legacy by J. Kirimi,Meru,Nyeri,Restaurants,thelegacymeru@gmail.com,0
TRA3/3/B01/57369,Saltys Floating Enterprise Limited,Kilifi,Malindi,Restaurants,saltys.kilificreek@gmail.com,708587545
TRA6/36/B01/57380,FAMOUS GATES BOMET TOWN,Bomet,Nakuru,Restaurants,famousgatesbmt@gmail.com,721468606
TRA6/35/B01/57381,KIPCHIMCHIM WHOLESALERS LIMITED-CENTRAL BRANCH,Kericho,Nakuru,Restaurants,Kipchimattwholesalers@gmail.com,722745814
TRA1/17/B01/57394,MARY SHALI,Makueni,Nairobi,Restaurants,faizazaithun@gmail.com,713921910
TRA6/35/B01/57406,KIPCHIMCHIM WHOLESALERS LIMITED-GREENSQUARE BRANCH,Kericho,Nakuru,Restaurants,Kipchimattwholesalers@gmail.com,708268647
TRA6/35/B02/57409,KIPCHIMCHIM WHOLESALERS LIMITED-BROOKE DELI,Kericho,Nakuru,Restaurants,Kipchimattwholesalers@gmail.com,708268647
TRA6/47/B01/57433,THE GOVERNOR ENTERPRISES LTD,Nairobi,Nakuru,Restaurants,governorlimited@gmail.com,724840420
TRA6/35/B02/57472,AUBERGINE RESTAURANT,Kericho,Nakuru,Restaurants,accounts@aubergine-ke.com,723568261
TRA5/39/B01/009,EARTHLINK VENTURES LIMITED,Bungoma,Kisumu,Restaurants,wanguimarry176@gmail.com,724268085
TRA6/30/B01/57597,BARINGOLINE PARADISE HOTEL LIMITED,Baringo,Nakuru,Restaurants,mawaric09@yahoo.com,724364381
TRA7/20/B01/57599,EMMARTEX HAVEN HOTEL,Kirinyaga,Nyeri,Restaurants,dkimotho12@gmail.com,722945973
TRA7/14/B01/57603,EMBU FOOD PLUG,Embu,Nyeri,Restaurants,kenzanda@gmail.com,725554406
TRA1/17/B01/57709,TALEH HOTEL,Makueni,Nairobi,Restaurants,mohamedguhad02@gmail.com,722566556
TRA6/35/B01/57712,WESSYDE LOUNGE LIMITED,Kericho,Nakuru,Restaurants,info@wessydelounge.com,727014111
TRA5/44/B01/57812,HOTEL JOFA LTD,Migori,Kisumu,Restaurants,info@hoteljofa.co.ke,722418924
TRA2/1/B01/57944,COSTON FAST FOOD RESTAURANT LIMITED,Mombasa,Mombasa,Restaurants,COSTONFASTFOODRESTAURANT23@GMAIL.COM,25479787832
TRA3/3/B01/57945,PIZZA ROVER,Kilifi,Malindi,Restaurants,twariqahmed81@gmail.com,759973399
TRA4/27/B02/58061,ABAN TRIO VENTURES T/A ABAN LOUNGE,Uasin Gishu,Eldoret,Restaurants,kiendimunyaka@gmail.com,722390972
TRA1/15/B01/58096,SIGNAL GARDEN HOTEL,Kitui,Nairobi,Restaurants,hotelsignal@gmail.com,722653466
TRA6/35/B02/58139,MIAMI GREEN RESORT,Kericho,Nakuru,Hotels,Resortmiamigreen@gmail.com,746644987
TRA6/18/B01/58148,"LAKE OLBOLOSAT RESORT PARK LODGE ",Nyandarua,Nakuru,Restaurants,resortpark15@gmail.com,742344123
TRA1/15/B01/58178,Dillano Park Hotel,Kitui,Nairobi,Restaurants,dillanoparkh@gmail.com,25472275534
TRA6/35/B02/58200,KIPCHIMATT HOTEL LITEIN,Kericho,Nakuru,Restaurants,kipchimchimenterprises@gmail.com,780560000
TRA2/1/B01/58229,Amigos Beach Bar and Restaurant,Mombasa,Mombasa,Restaurants,bifondo@gmail.com,718598600
TRA2/2/B01/58234,BHAGWANJI CONFECTIONERS,Mombasa,Mombasa,Restaurants,JITUSHETH17@GMAIL.COM,722412760
TRA2/1/B01/58299,"OLYMPIC RESTURANT ",Mombasa,Mombasa,Restaurants,olympic759@gmail.com,25471730860
TRA4/27/B01/58312,"KAREN VIEW HOTEL & BUTCHERY ",Uasin Gishu,Eldoret,Restaurants,kipropkelvin106@gmail.com,713507604
TRA3//B02/58350,Naivas limited deli-MALINDI HIGHWAY,Kilifi,Malindi,Other food and beverage services,onesmus.omari@naivas.co.ke,710110568
TRA1//B02/58351,Naivas limited deli-MERU,Meru,Nairobi,Other food and beverage services,onesmus.omari@naivas.co.ke,710110568
TRA1//B02/58352,Naivas limited deli-NGONG TOWN 2,Nairobi,Nairobi,Other food and beverage services,onesmus.omari@naivas.co.ke,710110568
TRA6//B02/58358,"Naivas limited deli-NAROK ",Narok,Nakuru,Other food and beverage services,onesmus.omari@naivas.co.ke,710110568
TRA5/39/B02/58413,MALAVA ANNEX INN,Bungoma,Kisumu,Restaurants,muchiti2013@gmail.com,723696871
TRA6/35/B01/58435,SIMBA TEA VIEW HOTEL,Kericho,Nakuru,Restaurants,kipchimchimenterprises@gmail.com,724880137
TRA2/1/B02/58498,THE PIXIE.S APERO BAR & LOUNGE LTD,Mombasa,Mombasa,Restaurants,pixiesaperobar@gmail.com,2.54701E+11
TRA6/32/B01/58512,Rogers Restaurant,Nakuru,Nakuru,Restaurants,fortstoneltd@gmail.com,0711 282236
TRA1/47/B01/58528,Pins Entertainment Ltd,Nairobi,Nairobi,Restaurants,accounts@pins.co.ke,114240146
TRA6/32/B01/58535,PLATINUM SEVEN DE LOUNGE LTD,Nakuru,Nakuru,Restaurants,platinum7delounge@gmail.com,746500600
TRA6/32/B01/58563,"Exo Eatery Ltd ",Nakuru,Nakuru,Restaurants,exoeatery@gmail.com,732505075
TRA3/3/B01/58594,non solo gelato ltd business name non solo padel,Kilifi,Malindi,Restaurants,account@nonsologelato.co.ke,727950426
TRA4/26/B01/58607,Koo Koo Good Food,Trans-Nzoia,Eldoret,Restaurants,kookoorailways@gmail.com,712787719
TRA3/3/B01/58608,SPRING TIME LIMITED T/A BABYMARROW,Kilifi,Malindi,Restaurants,springtimeltd2015@gmail.com,25470076670
TRA5/43/B01/58614,MUM'S C.K,Homa Bay,Kisumu,Restaurants,mumsck@gmail.com,722423789
TRA5/37/B01/58617,PICANTE SAHANI DISHES,Kakamega,Kisumu,Restaurants,elizebaeboko@gmail.com,25722227046
TRA7/31/B01/94,SEJAAP INVESTMENTS LIMITED,Nyeri,Nyeri,Restaurants,kimathigenesis@gmail.com,0
TRA1/25/B01/58719,Cheers Guest House Limited,Samburu,Nairobi,Restaurants,cheersguesthouse@yahoo.com,720288195
TRA4/27/B02/58724,MWANZO TROPICAL HOTEL AND BUTCHERY,Uasin Gishu,Eldoret,Restaurants,null,713507604
TRA4/27/B01/58731,KHETIAS GIGA BITES,Uasin Gishu,Eldoret,Restaurants,robertnabiswa82@gmail.com,702531925
TRA4/27/B01/58741,KHETIAS GIGABITE KANDUYI,Uasin Gishu,Eldoret,Restaurants,robertnabiswa82@gmail.com,792431935
TRA4/39/B01/58750,KHETIAS HIGHWAY GIGABITE,Bungoma,Eldoret,Restaurants,robertnabiswa82@gmail.com,704007999
TRA4/47/B01/58766,KHETIAS CROSS ROAD GIGABITE,Nairobi,Eldoret,Restaurants,robertnabiswa82@gmail.com,726643000
TRA7/19/B01/58769,The Nyamachoma Village Limited,Nyeri,Nyeri,Restaurants,lucymugo785@gmail.com,722238667
TRA4/27/B01/58774,SAYEN DELI,Uasin Gishu,Eldoret,Restaurants,null,713120630
TRA4/47/B01/58782,KHETIAS MIREMA GIGABITE,Nairobi,Eldoret,Restaurants,robertnabiswa82@gmail.com,714126299
TRA7/31/B01/58798,The Nyamachoma Village Ltd- Nanyuki,Laikipia,Nyeri,Restaurants,lucymugo785@gmail.com,722238667
TRA4//B02/58799,"NAIVAS LIMITED DELI-ELDORET REFERRAL ",Uasin Gishu,Eldoret,Other food and beverage services,onesmus.omari@naivas.co.ke,710110568
TRA1/47/B01/58804,JAVA KILELESHWA EXPRESS,NULL,Nairobi,Restaurants,videlis.sanya@javahouseafrica.com,NULL
TRA1/47/B01/58832,SIMBISA BRANDS KENYA LTD - HARVEST,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58833,SIMBISA BRANDS KENYA LTD - BANKERS,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58836,SIMBISA BRANDS KENYA LTD - TOM MBOYA,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58838,SIMBISA BRANDS KENYA LTD - SALAMA,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58843,SIMBISA BRANDS KENYA LTD - LUSAKA RD,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58844,SIMBISA BRANDS KENYA LTD - BELLEVUE,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58845,SIMBISA BRANDS KENYA LTD - NGONG RD,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58846,SIMBISA BRANDS KENYA LTD - FOREST EDGE,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58847,SIMBISA BRANDS KENYA LTD - PARKLANDS,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58848,SIMBISA BRANDS KENYA LTD - UNION,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58850,SIMBISA BRANDS KENYA LTD - WAIYAKI,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58851,SIMBISA BRANDS KENYA LTD - WESTLANDS,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58858,SIMBISA BRANDS KENYA LTD - WESTGATE MALL - QSR,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58859,SIMBISA BRANDS KENYA LTD - WESTGATE MALL GRILL SHACK,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58860,SIMBISA BRANDS KENYA LTD - JUNCTION,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58861,SIMBISA BRANDS KENYA LTD - VALLEY ARCADE,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58862,SIMBISA BRANDS KENYA LTD - CAPITAL CENTRE,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58863,SIMBISA BRANDS KENYA LTD - BURUBURU,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58865,SIMBISA BRANDS KENYA LTD - EMBAKASI,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA2/1/B01/58866,SIMBISA BRANDS KENYA LTD - HABARI,Mombasa,Mombasa,Restaurants,customercare@ke-simbisa.com,202363833
TRA2/1/B01/58867,SIMBISA BRANDS KENYA LTD - CITY MALL,Mombasa,Mombasa,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58872,SIMBISA BRANDS KENYA LTD - RIDGEWAYS MALL,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58874,SIMBISA BRANDS KENYA LTD - DONHOLM,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58875,SIMBISA BRANDS KENYA LTD - LANGATA,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/34/B01/58876,SIMBISA BRANDS KENYA LTD - RONGAI,Kajiado,Nairobi,Restaurants,customercare@ke-simbisa.com,20
TRA1/34/B01/58877,SIMBISA BRANDS KENYA LTD - KITENGELA,Kajiado,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA7/18/B01/58878,SIMBISA BRANDS KENYA LTD - VIEWPOINT,Nyandarua,Nyeri,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58880,SIMBISA BRANDS KENYA LTD - THIKA ROAD MALL,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58881,SIMBISA BRANDS KENYA LTD - THIKA ROAD MALL CHICKEN INN,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA2/1/B01/58884,SIMBISA BRANDS KENYA LTD - HAILE SELASSIE,Mombasa,Mombasa,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58885,SIMBISA BRANDS KENYA LTD - ST AUSTIN,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58886,SIMBISA BRANDS KENYA LTD - OJIJO RD,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/22/B01/58887,SIMBISA BRANDS KENYA LTD - ANANAS MALL,Kiambu,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58888,SIMBISA BRANDS KENYA LTD - GARDEN CITY MALL,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58889,SIMBISA BRANDS KENYA LTD - GARDEN CITY MALL GALITOS,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/22/B01/58890,SIMBISA BRANDS KENYA LTD - THIKA BAZAAR,Kiambu,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58892,SIMBISA BRANDS KENYA LTD - UJA - NGONG RD,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/34/B01/58894,SIMBISA BRANDS KENYA LTD - MILELE MALL,Kajiado,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58897,SIMBISA BRANDS KENYA LTD - HIGHVIEW,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA3/3/B01/58898,SIMBISA BRANDS KENYA LTD - MTWAPA,Kilifi,Malindi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58900,SIMBISA BRANDS KENYA LTD - SOUTH B,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA2/1/B01/58901,SIMBISA BRANDS KENYA LTD - LINKS RD,Mombasa,Mombasa,Restaurants,customercare@ke-simbisa.com,202363833
TRA7/21/B01/58902,SIMBISA BRANDS KENYA LTD - MAKUTANO,Murang’a,Nyeri,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58904,SIMBISA BRANDS KENYA LTD - TWO RIVERS - COMPLEX,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58906,SIMBISA BRANDS KENYA LTD - TWO RIVERS - GALITOS,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/16/B01/58908,SIMBISA BRANDS KENYA LTD - SABAKI,Machakos,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA2/2/B01/58910,SIMBISA BRANDS KENYA LTD - UKUNDA,Kwale,Mombasa,Restaurants,customercare@ke-simbisa.com,202363833
TRA2/1/B01/58913,SIMBISA BRANDS KENYA LTD - BAMBURI,Mombasa,Mombasa,Restaurants,customercare@ke-simbisa.com,202363833
TRA2/1/B01/58915,SIMBISA BRANDS KENYA LTD - MWEMBE TAYARI,Mombasa,Mombasa,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/22/B01/58917,SIMBISA BRANDS KENYA LTD - KIAMBU MALL,Kiambu,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58918,SIMBISA BRANDS KENYA LTD - FOURWAYS,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/22/B01/58919,SIMBISA BRANDS KENYA LTD - DELTA RUIRU,Kiambu,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58921,SIMBISA BRANDS KENYA LTD - AMBASSADEUR,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58922,SIMBISA BRANDS KENYA LTD - 680 MAYHOUS,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58923,SIMBISA BRANDS KENYA LTD - MOUNTAIN VIEW,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58924,SIMBISA BRANDS KENYA LTD - SHELL - KASARANI,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58925,SIMBISA BRANDS KENYA LTD - SHELL - SYOKIMAU,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58927,SIMBISA BRANDS KENYA LTD - WESTGATE MALL OCEAN BASKET,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/22/B01/58928,SIMBISA BRANDS KENYA LTD - KAHAWA SUKARI,Kiambu,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58929,SIMBISA BRANDS KENYA LTD - MIREMA,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58931,SIMBISA BRANDS KENYA LTD - SHELL - SPANNERIGHT,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58932,SIMBISA BRANDS KENYA LTD - GIGIRI,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58934,SIMBISA BRANDS KENYA LTD - SHELL - KILIMANI,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58935,SIMBISA BRANDS KENYA LTD - OLA - KILIMANI,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58936,SIMBISA BRANDS KENYA LTD - OLA LANGATA ROAD,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA5/42/B01/58937,SIMBISA BRANDS KENYA LTD - MEGA PLAZA,Kisumu,Kisumu,Restaurants,customercare@ke-simbisa.com,202363833
TRA5/42/B01/58938,SIMBISA BRANDS KENYA LTD - UNITED MALL,Kisumu,Kisumu,Restaurants,customercare@ke-simbisa.com,202363833
TRA1/47/B01/58940,SIMBISA BRANDS KENYA LTD - SHELL - KANGUNDO ROAD,Nairobi,Nairobi,Restaurants,customercare@ke-simbisa.com,202363833
TRA6/32/B01/58941,SIMBISA BRANDS KENYA LTD - NAKURU HOUSE,Nakuru,Nakuru,Restaurants,customercare@ke-simbisa.com,202363833
