File Number,Company Name,,County,Regional Office,Service Category Name,Email,Phone
TRA2/1/C02/47043,TRAVEL & CAMPS LTD,,Mombasa,Mombasa,Tourist service vehicle hire,travelc.ke@gmail.com,2.54722E+11
TRA1/47/C01/47044,COVER KENIA SAFARIS,,Nairobi,Nairobi,Tour or safari operators,COVERKENIASAFARIS@GMAIL.COM,2.54114E+11
TRA1/47/C01/47045,Starvel Safaris,,Nairobi,Nairobi,Tour or safari operators,starvelsafaris@gmail.com,2.54718E+11
TRA1/47/C01/47046,EASY BUDGET SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,easybudgetsafaris@gmail.com,2.54712E+11
TRA1/47/C01/47048,WARREN AFRICA SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,poulineireri@gmail.com,723095308
TRA1/33/C01/47051,MARISOL SAFARIS LIMITED,,Narok,Nairobi,Tour or safari operators,marisolsafaris@yopmail.com,2.54708E+11
TRA2/1/C01/47054,MBUTU TOURS AND SAFARIS,,Mombasa,Mombasa,Tour or safari operators,INFO@MBUTUSAFARIS.CO.KE,724527973
TRA1/47/C01/47069,DEMIC TOURS & CAR HIRE LTD,,Nairobi,Nairobi,Tour or safari operators,demictourscarhire@gmail.com,700570000
TRA1/22/C01/47079,Journeys Beyond Africa Limited,,Kiambu,Nairobi,Tour or safari operators,journeysbeyondafrica@gmail.com,25470543528
TRA1/47/C01/47094,WORLD EXPLORER SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,reshma@explorer-safaris.com,2.54729E+11
TRA1/47/C01/47103,MUEB BIG FIVE PEACE RIDE TOUR ADVENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,big5peaceridetouradventures@gmail.com,706123063
TRA6/32/C01/47113,TUTHIE AFRIKA LIMITED,,Nakuru,Nakuru,Tour or safari operators,tuthieafrikaltdkra@gmail.com,25471437130
TRA1/47/C04/47115,TRAVEL VISA TOURS & TRAVEL,,Nairobi,Nairobi,Travel Agency  (Ticketing),travelvissa@gmail.com,722622194
TRA2/1/C01/47124,SERENA BEACH RESORT AND SPA,,Mombasa,Mombasa,Tour or safari operators,alphaxad.chege@serenahotels.com,732125000
TRA1/47/C01/47126,"RASABI SAFARI ",,Nairobi,Nairobi,Tour or safari operators,peterkaraps@yahoo.com,722361239
TRA1/47/C01/47130,Africasnowman Safari Limited,,Nairobi,Nairobi,Tour or safari operators,info@africasnowmansafari.com,2.54721E+11
TRA1/47/C01/47134,KT AND SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,tours.kenyasafaris@gmail.com,715224511
TRA2/1/C01/47148,NDOVU KENYA LIMITED,,Mombasa,Mombasa,Tour or safari operators,NDOVUAFRICA@GMAIL.COM,711170175
TRA1/47/C01/47151,OL TOME SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,mole@serian.com,722308915
TRA1/47/C02/47161,BENJA KIKOYO TOURS,,Nairobi,Nairobi,Tourist service vehicle hire,benardmusewa@gmail.com,740043496
TRA3/3/C04/47165,KAYA INTERNATIONAL TOURS AND TRAVEL LIMITED,,Kilifi,Malindi,Travel Agency  (Ticketing),jamvijoseph08@gmail.com,722981707
TRA1/47/C01/47168,ADVENTUREGO HIKING AND SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,adventuregohikingandsafaris@gmail.com,711480765
TRA1/47/C04/47172,Jiyad Travel Agency Limited,,Nairobi,Nairobi,Travel Agency  (Ticketing),jiyadtravel@gmail.com,25474060010
TRA1/47/C04/47173,MERAKI MAKURU LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),merakimakuru001ltd@gmail.com,721142406
TRA2/02/C02/13,JOYFIDEL TOURS AND SAFARIS LTD,,Kwale,Mombasa,Tourist service vehicle hire,LAWRENCEMAKAU123@GMAIL.COM,726027494
TRA2/3/C01/47187,JAWDY ADVENTURES,,Kilifi,Mombasa,Tour or safari operators,info@jawdyadventures.co.ke,780922394
TRA1/47/C01/47210,Exclusive Savannah Safaris Ltd,,Nairobi,Nairobi,Tour or safari operators,info@exclusivesavannah.com,759510839
TRA2/2/C01/47215,KENA EXPRESS ADVENTURE LIMITED,,Kwale,Mombasa,Tour or safari operators,alicekavita@yahoo.com,726625079
TRA2/02/C01/166,MARL KENIA REISEN SAFARIS,,Kwale,Mombasa,Tour or safari operators,keniareisensafaris@gmail.com,716630942
TRA5/42/C02/47233,Ashaki Car Hire & Safaris,,Kisumu,Kisumu,Tourist service vehicle hire,ashakisafaris@gmail.com,722440157
TRA1/47/C04/47236,BAMBOO HUT SAFARIS LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),bamboohutsafarislimited@gmail.com,722600131
TRA1/47/C04/47237,ADI PLACEMENT LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),PLACEMENTADIL@GMAIL.COM,2.54707E+11
TRA1/47/C01/47239,WILDVIEW ADVENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,wildviewadventures@gmail.com,737927923
TRA1/22/C01/47248,NONI GOLF TOURS & SAFARIS LIMITED,,Kiambu,Nairobi,Tour or safari operators,nonimugo@yahoo.com,2.54714E+11
TRA1/47/C04/47252,WEST SKIES TRAVEL AND SAFARIS LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),westskies07@gmail.com,708275680
TRA1/47/C01/2209,AFRICA PATHFINDER SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,africapathfindersafaris@gmail.com,720580240
TRA1/47/C01/47263,GPT UNBEATABLE SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,santai@gptsafaris.com,719777516
TRA1/47/C01/47264,ACME DREAM LTD,,Nairobi,Nairobi,Tour or safari operators,MARTINCUI@FOXMAIL.COM,713801570
TRA1/47/C01/47265,KENTAU SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,kentausafaris@gmail.com,722643289
TRA1/47/C01/47267,Arina Wild Adventures,,Nairobi,Nairobi,Tour or safari operators,arinawildadventures@gmail.com,724985935
TRA1/47/C01/47275,LEISUREDEALS TOURS AND SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,info@leisuredealstours.com,795928669
TRA1/47/C01/47284,LEHI SPRINGS EXPEDITIONS,,Nairobi,Nairobi,Tour or safari operators,lehisprings@yahoo.com,721810132
TRA1/47/C01/47287,GAMEWATCHERS SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,operations2@gamewatchers.co.ke,722509200
TRA2/1/C04/47289,Mantra Marketing & Travel Ltd,,Mombasa,Mombasa,Travel Agency  (Ticketing),accounts@mantra-travels.co.ke,732628423
TRA2/1/C04/47294,CHARLESTON TRAVEL LIMITED,,Mombasa,Mombasa,Travel Agency  (Ticketing),info@ke.fcm.travel,722976033
TRA2/01/C02/42,TRANS-MERIDIAN (EA) LIMITED T/A BROAD AFRICA TOURS AND SAFARIS,,Mombasa,Mombasa,Tourist service vehicle hire,george.gachanja@gmail.com,722429225
TRA1/47/C01/2224,CISTICOLA TOURS LTD,,Nairobi,Nairobi,Tour or safari operators,CISTICOLATOURS@GMAIL.COM,790706450
TRA7/19/C01/47329,"sun sea and sand safaris limited ",,Nairobi,Nyeri,Tour or safari operators,sunseaandsandsafaris@gmail.com,722561204
TRA1/47/C01/47335,RUSON SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,rusonltd@gmail.com,727444644
TRA1/47/C01/47339,KAZURI PHOTOS SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@kazuriphotosafaris.com,722508541
TRA1/47/C02/47345,HILLS AND VALLEY ADVENTURE LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,davidchegedk@gmail.com,25472146764
TRA1/47/C01/47354,LIBERTY AFRICA SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,kiguzo@libertyafrica.com,2.54722E+11
TRA1/47/C04/47356,ENNEMM TRAVEL SERVICES LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),info.ennemmtravel@gmail.com,2.54711E+11
TRA1/22/C02/47357,AFRIMUS ENTERPISES,,Kiambu,Nairobi,Tourist service vehicle hire,afrimusenterprisesltd@gmail.com,25722678737
TRA2/02/C01/118,AQUA PARADISE DHOW SAFARIS LIMITED,,Kwale,Mombasa,Tour or safari operators,info@aquaparadisesafaris.com,2.54722E+11
TRA1/47/C01/47360,Kuratour Safaris and Travels Limited,,Nairobi,Nairobi,Tour or safari operators,amit@kuratoursafaris.com,25472277021
TRA1/47/C01/2279,CAPTURE KENYA EXPEDITIONS LTD,,Nairobi,Nairobi,Tour or safari operators,travel@capturekenya.com,0
TRA1/47/C04/47363,AVIATE IMPERIAL AFRICA LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),AVIATEIMPERIALAFRICA@GMAIL.COM,700433111
TRA1/47/C01/47377,WILD VISION ADVENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,heather@wildvisionadventures.com,722810056
TRA5/45/C04/47388,NYUMBANI HOTELS AND TOURS,,Kisii,Kisumu,Travel Agency  (Ticketing),preetaniltailor@gmail.com,2.54738E+11
TRA1/47/C02/1319,BUNVIC CAR HIRE LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,bunvictravel@gmail.com,722725428
TRA6/32/C01/035,CLARION TOURS,,Nakuru,Nakuru,Tour or safari operators,clariontours@yahoo.com,2.54713E+11
TRA2/1/C04/47400,IDEAL TRAVEL LIMITED,,Mombasa,Mombasa,Travel Agency  (Ticketing),rubysalim@hotmail.com,787555555
TRA1/47/C01/47403,TEXCAL FOUR BY FOUR SAFARIS EAST AFRICA LIMITED,,Nairobi,Nairobi,Tour or safari operators,rajay@safaritrails.com,722512135
TRA1/47/C01/47404,Josana Tours Ltd,,Nairobi,Nairobi,Tour or safari operators,info@josanatours.com,707491659
TRA2/1/C01/47410,WILD SPOT KENYA LIMITED,,Mombasa,Mombasa,Tour or safari operators,abdul.assafi2016@gmail.com,718784444
TRA1/47/C04/47412,THE JUST GROUP LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),thejustgrouplimited@gmail.com,702999000
TRA5/42/C01/002,Blissful Globe Travels Ltd,,Kisumu,Kisumu,Tour or safari operators,kombo.nyaga@gmail.com,751865952
TRA1/33/C01/47436,SAFTREK ADVENTURES LTD,,Narok,Nairobi,Tour or safari operators,admin@saftrek-adventures.com,792679463
TRA1/47/C01/47439,MYERT KENYA LIMITED,,Nairobi,Nairobi,Tour or safari operators,myert_tours@yahoo.co.uk,2.54723E+11
TRA1/47/C01/47441,Wild Race Africa Travel & Adventures Ltd,,Nairobi,Nairobi,Tour or safari operators,Wildraceafrica@gmail.com,2.54726E+11
TRA1/47/C04/47442,LUXEMTALII TOURS AND TRAVEL LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),LUXEMTALII@GMAIL.COM,797191311
TRA1/47/C01/47450,AXIS AFRICA SAFARIS AND EXPEDITIONS,,Nairobi,Nairobi,Tour or safari operators,axisafricasafaris@gmail.com,793003300
TRA2/1/C04/47456,Kufamba Africa Limited,,Mombasa,Mombasa,Travel Agency  (Ticketing),info@kufamba.com,737933569
TRA1/47/C01/47464,Laxa trails Safaris limited,,Nairobi,Nairobi,Tour or safari operators,dennispeter98@gmail.com,724687553
TRA7/19/C01/137,MEEKTRAILS SAFARIS LTD,,Kiambu,Nyeri,Tour or safari operators,info@meektrailssafaris.co.ke,721212005
TRA1/47/C01/47481,swift horse safari limited,,Nairobi,Nairobi,Tour or safari operators,olivia@infiniafrica.com,799208796
TRA7/31/C01/47482,OFFBEAT SAFARIS LIMITED,,Laikipia,Nyeri,Tour or safari operators,rosy@offbeatsafaris.com,2.54705E+11
TRA2/1/C04/47492,EAGLE TRAVEL SERVICE,,Mombasa,Mombasa,Travel Agency  (Ticketing),ets@africaonline.co.ke,2.54734E+11
TRA1/47/C01/47493,SIDAI EXPEDITIONS,,Nairobi,Nairobi,Tour or safari operators,sidaiexpeditions@gmail.com,721263974
TRA6/32/C01/023,"PEGA TOURS AND TRAVEL AGENCIES LIMITED ",,Nakuru,Nakuru,Tour or safari operators,pegatours@yahoo.com,722776094
TRA1/47/C01/47504,PORINI ALLURING AFRICA LTD,,Nairobi,Nairobi,Tour or safari operators,operations2@gamewatchers.co.ke,722509200
TRA1/47/C02/47515,SINGING RIVERS LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,aliuyatani@gmail.com,705408708
TRA3/3/C04/47518,Arlom Safaris Limited,,Kilifi,Malindi,Travel Agency  (Ticketing),office@arlomkenyasafaris.com,732551669
TRA1/47/C01/47520,AFRITREK HOLIDAYS LIMITED,,Nairobi,Nairobi,Tour or safari operators,limitedafritrek@gmail.com,722659728
TRA2/1/C02/47524,ALWEDA TOURS & SAFARI LIMITED,,Mombasa,Mombasa,Tourist service vehicle hire,mohd_abafaqih@yahoo.com,25472490070
TRA1/22/C01/47527,ThinkScene Services Limited,,Kiambu,Nairobi,Tour or safari operators,philbosita@gmail.com,717701189
TRA1/47/C01/47531,Catharway Tours and Safaris,,Nairobi,Nairobi,Tour or safari operators,info@catharway.com,2.54727E+11
TRA2/2/C01/47539,marcopolo Tours and Safaris Ltd,,Kwale,Mombasa,Tour or safari operators,info@marcopolosafaris.com,722696533
TRA5/42/C02/47546,Lakeland Ventures,,Kisumu,Kisumu,Tourist service vehicle hire,lakelandventures2018@gmail.com,721989281
TRA2/2/C01/47559,DAN MAGICAL TOURS LTD,,Kwale,Mombasa,Tour or safari operators,info@dmtours.net,2.54769E+11
TRA1/22/C01/47560,Jena Tours and Travels Agency,,Kiambu,Nairobi,Tour or safari operators,gkronoh@gmail.com,2.54716E+11
TRA5/42/C01/47562,Free Africa Tours & Safaris,,Kisumu,Kisumu,Tour or safari operators,info@freeafricatours.com,720765208
TRA1/16/C02/25,KRISDERA SERVICES LTD,,Nairobi,Nairobi,Tourist service vehicle hire,KRISDERASERVICESLTD@GMAIL.COMnull,723115962
TRA1/47/C01/47568,BARVE-KOSTADINOVA LIMITED T/A ETHERA TRAVEL,,Nairobi,Nairobi,Tour or safari operators,reservations@ethera-travel.com,0
TRA3/3/C01/262,Temple Point Resort Ltd,,Kilifi,Malindi,Tour or safari operators,mumba.m@templepointresort.com,722204131
TRA1/47/C02/47573,SHERWOOD EXPEDITION LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,SHERWOODEXPEDITION@GMAIL.COM,25472270245
TRA1/47/C01/47574,MAMU TRAVELS AND SAFARIS KENYA LIMITED,,Nairobi,Nairobi,Tour or safari operators,INFO@MAMUTRAVEL.COM,731052260
TRA1/47/C01/47584,CRYPTIC SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,crypticsafaris@gmail.com,25472834393
TRA1/47/C01/47595,Absolute Vantage Limited,,Nairobi,Nairobi,Tour or safari operators,info@absolutevantage.com,715980988
TRA1/47/C04/47600,AMERZONEC INTERNATIONAL TRAVEL LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),mcheptoek31@gmail.com,746220773
TRA1/47/C01/47603,Lenaa Adventures,,Nairobi,Nairobi,Tour or safari operators,steve@lenaa-adventures.org,726642563
TRA5/42/C01/006,SITARAM TRAVELS AND TOURS,,Kisumu,Kisumu,Tour or safari operators,sitaramtravel@gmail.com,25472251736
TRA5/42/C01/012,ZAIRA TOUS AND TRAVELS,,Kisumu,Kisumu,Tour or safari operators,info@zairatoursafrica.com,722788879
TRA5/42/C01/017,AMNI TOURS AND TRAVELS,,Kisumu,Kisumu,Tour or safari operators,amnitours@gmail.com,721579849
TRA5/42/C01/024,CALVIN TOURS,,Kisumu,Kisumu,Tour or safari operators,calvintourslitd16@gmail.com,722284527
TRA5/42/C01/029,OUTDAYS TOURS & TRAVELS,,Kisumu,Kisumu,Tour or safari operators,info@outdaystours.org,708262499
TRA5/42/C01/032,KIBERA HOLIDAY SAFARIS LTD,,Nakuru,Kisumu,Tour or safari operators,info@kiberaholidaysafaris.com,700219238
TRA5/42/C01/036,TUKUTANE KENYA SAFARIS LTD,,Kisumu,Kisumu,Tour or safari operators,kenyatukutane@yahoo.com,722601453
TRA5/42/C01/038,"SAMAKA MARA SAFARIS ",,Kisumu,Kisumu,Tour or safari operators,samakamarasafaris@gmail.com,722651149
TRA5/42/C01/039,LINAFRICA SAFARIS LTD,,Kisumu,Kisumu,Tour or safari operators,linuskihia@yahoo.com,722801700
TRA5/42/C01/044,CARLIFONIA TOURS & TRAVEL,,Kisumu,Kisumu,Tour or safari operators,carlifoniatours2020@gmail.com,721683997
TRA5/42/C01/045,WORLD DESTINATION SAFARIS,,Kisumu,Kisumu,Tour or safari operators,worldsafaris@gmail.com,722369044
TRA5/42/C01/049,TATU TOURS & TRAVEL,,Kisumu,Kisumu,Tour or safari operators,tatutoursandtravel@gmail.com,720112069
TRA5/42/C01/052,TIMESWORLD ADVENTURE LTD,,Kisumu,Kisumu,Tour or safari operators,info@timesworld.com,733311225
TRA5/42/C01/053,FIKA SAFARIS LTD,,Kisumu,Kisumu,Tour or safari operators,info@fika-safaris.com,2.54701E+11
TRA5/42/C01/055,THE SAFARIS BOYZ TOURS & TRAVELS LTD,,Kisumu,Kisumu,Tour or safari operators,info@safariboyz.com,708000342
TRA5/42/C01/059,CAMPTREK SAFARIS LIMITED,,Nairobi,Kisumu,Tour or safari operators,info@camptreksafaris.com,720938799
TRA5/42/C01/062,SILVER AFRICA TOURS & SAFARIS,,Kisumu,Kisumu,Tour or safari operators,tours@silverafricatours.co.ke,25472573974
TRA5/42/C01/063,RUSTIC NATURE TOURS LTD,,Kisumu,Kisumu,Tour or safari operators,manager@rusticnature.tours,714563786
TRA5/42/C02/008,LINN COMPANY LTD,,Kisumu,Kisumu,Tour or safari operators,mnyaga53@gmail.com,111434104
TRA5/42/C02/009,ADVAK CABS & TOURS LTD,,Kisumu,Kisumu,Tour or safari operators,advaklogisticsintl@hotmail.com,721838782
TRA5/42/C02/010,SCAR TRAVEL LTD,,Kisumu,Kisumu,Tourist service vehicle hire,macharia.m8@gmail.com,2.54722E+11
TRA5/42/C02/013,DESERT TRAVELLORS,,Kisumu,Kisumu,Tour or safari operators,info@deserttravellors@gmail.com,721661050
TRA5/42/C04/001,AFRICAN TOUCH SAFARIS,,Kisumu,Kisumu,Travel Agency  (Ticketing),info@africantouchsafaris.com,2.54707E+11
TRA5/42/C04/002,SHIVA TRAVELS,,Kisumu,Kisumu,Travel Agency  (Ticketing),info@shivatravels.org,722742223
TRA5/42/C04/007,QAIROS TOURS AND TRAVEL,,Kisumu,Kisumu,Travel Agency  (Ticketing),qairostravels@gmail.com,729051265
TRA5/42/C04/011,PURPLE GRENADIER SAFARIS LTD,,Kisumu,Kisumu,Travel Agency  (Ticketing),pgrenadiersafaris@gmail.com,723363662
TRA5/42/C04/014,TRAVEL POD LTD,,Kisumu,Kisumu,Travel Agency  (Ticketing),info@travelpod.ke,727645827
TRA5/42/C04/016,SALATON SAFARIS,,Kisumu,Kisumu,Travel Agency  (Ticketing),btsola@yahoo.com,71951932
TRA5/42/C04/017,ROMAC CAPITAL LIMITED,,Kisumu,Kisumu,Travel Agency  (Ticketing),capitalromaclimited@gmail.com,700023557
TRA5/42/C04/018,SILVER AFRICA TOURS & SAFARIS LIMITED,,Kisumu,Kisumu,Travel Agency  (Ticketing),tours@silverafricatours.co.ke,25472573974
TRA5/42/C04/019,TRAVERGO TOURS & TRAVELs,,Kisumu,Kisumu,Travel Agency  (Ticketing),travergoke@gmail.com,202023023
TRA5/37/C04/001,TRAVERGO TOUR AND TRAVEL LTD,,Kakamega,Kisumu,Travel Agency  (Ticketing),travergoke@gmail.com,25420202302
TRA5/43/C01/003,KE DEVRIES TOURS,,Homa Bay,Kisumu,Tour or safari operators,info@kedvries.co.ke,725336212
TRA2/1/C01/49007,Mantra Marketing & Travel Ltd,,Mombasa,Mombasa,Tour or safari operators,reservations@mantra-travels.co.ke,732628423
TRA6/32/C01/49009,Alamaya adventures ltd,,Nakuru,Nakuru,Tour or safari operators,info@alamayaadventures.com,720463420
TRA6/32/C01/088,WENZA SAFARIS LTD,,Nakuru,Nakuru,Tour or safari operators,guide@wenzasafaris.com,710342327
TRA1/47/C01/50614,Baboon Budget Safaris Ltd,,Nairobi,Nairobi,Tour or safari operators,info@baboonbudgetsafaris.com,740807665
TRA2/2/C01/50618,Tanke Travels ltd,,Kwale,Mombasa,Tour or safari operators,info@tanketours.com,25473487235
TRA4/ 28/ C01/ 001,The Swiss Side Iten,,Elgeyo-Marakwet,Eldoret,Tour or safari operators,info@theswissside.com,2.54778E+11
TRA4/24/C01/001,Wild Savanna Errands,,Uasin Gishu,Eldoret,Tour or safari operators,wildsavanna20@gmail.com,722227885
TRA4/24/C01/002,Wild Advent Safaris,,West Pokot,Eldoret,Tour or safari operators,null,7188533563
TRA4/26/C01/002,Trans Tunga Travels,,Trans-Nzoia,Eldoret,Tour or safari operators,null,708845909
TRA4/26/C04/006,Teti Tours & Travel,,Trans-Nzoia,Eldoret,Travel Agency  (Ticketing),tetitours@gmail.com,722179779
TRA4/26/C04/007,TABASAMU ADVENTURES,,Trans-Nzoia,Eldoret,Travel Agency  (Ticketing),null,714458880
TRA1/47/C01/933,BIG TIME SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,info@bigtimesafaris.co.ke,729780769
TRA1/47/C01/51576,Glamping Africa Tours Limited,,Nairobi,Nairobi,Tour or safari operators,sales@glampingafricatours.com,748321285
TRA1/47/C01/51579,VINTMARK SAFARIS,,Nairobi,Nairobi,Tour or safari operators,WAMBUICARO02@GMAIL.COM,708724709
TRA6/32/C04/51581,FAMOUS TRAVELS LIMITED,,Nakuru,Nakuru,Travel Agency  (Ticketing),famoustravels2213760@yahoo.com,703999097
TRA1/47/C01/51591,Peak East Africa Ltd,,Nairobi,Nairobi,Tour or safari operators,Samuel.Karani@intrepidtravel.com,25472292193
TRA1/47/C01/51592,Sana Adventures & Safaris Ltd,,Nairobi,Nairobi,Tour or safari operators,sanaadventures2017@gmail.com,732832943
TRA2/1/C01/51598,SAVANNA SECRETS LIMITED,,Mombasa,Mombasa,Tour or safari operators,sales@savannasecrets.com,721786885
TRA1/47/C01/51607,Prudential Travels Ltd,,Nairobi,Nairobi,Tour or safari operators,info@prudentialtravels.co.ke,712138921
TRA5/42/C01/51608,Tambua Africa Tours & Safaris,,Kisumu,Kisumu,Tour or safari operators,mjorim@gmail.com,726207900
TRA6/32/C02/51611,MWAGECHE LIMITED,,Nakuru,Nakuru,Tourist service vehicle hire,gmwai2030@gmail.com,710770552
TRA1/47/C01/51618,BUKE TOURS AND SAFARIS,,Nairobi,Nairobi,Tour or safari operators,enquiries@buketoursandsafaris.comaris.com,759400785
TRA1/47/C01/51624,Simba Paka Safaris,,Nairobi,Nairobi,Tour or safari operators,info@simbapakasafaris.com,722775851
TRA5/43/C01/51632,SUPER AFRICA WILDLIFE ADVENTURE SAFARIS,,Homa Bay,Kisumu,Tour or safari operators,info@superafricasafaris.com,740869384
TRA1/47/C01/51634,Sensational Adventures LTD,,Nairobi,Nairobi,Tour or safari operators,info@sensationaladventures.com,708035568
TRA1/47/C01/51635,ASTELLAR TRAVELS AFRICA,,Nairobi,Nairobi,Tour or safari operators,info@astellartravelsafrica.com,722328627
TRA1/47/C04/51641,VACAY COMPANY LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@vacay.co.ke,735133558
TRA1/47/C01/51643,VACAY COMPANY LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@vacay.co.ke,735133558
TRA1/22/C01/80,ANIMAL EMPIRE TOUR AND TRAVEL LTD,,Kiambu,Nairobi,Tour or safari operators,animalempiresafaris@gmail.com,114200200
TRA1/47/C01/51655,SUNDOHTECH TOURS AND TRAVEL LTD,,Nairobi,Nairobi,Tour or safari operators,amianitychicus@gmail.com,708845643
TRA1/47/C01/51666,"Aramati Safaris Ltd ",,Nairobi,Nairobi,Tour or safari operators,"info@aramatisafaris.co.ke ",202416771
TRA1/47/C01/51667,TEMBEJOY TOURS AND TRAVEL,,Nairobi,Nairobi,Tour or safari operators,info@tembejoy.com,724951339
TRA1/47/C01/51678,CROWN TOURS AND CAR HIRE LTD,,Nairobi,Nairobi,Tour or safari operators,info@crowntours.net,722900270
TRA6/32/C01/063,Elohim Tours and Travel,,Nakuru,Nakuru,Tour or safari operators,elohimtoursandtravel@gmail.com,
TRA1/47/C04/51697,EMERALD ADVENTURE LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@emeraldadventure.com,723214098
TRA1/22/C01/51702,African Steenbok Safaris,,Kiambu,Nairobi,Tour or safari operators,info@africansteenboksafaris.com,25413773123
TRA2/01/C01/225,REVE TOURS AND SAFARIS LIMITED,,Mombasa,Mombasa,Tour or safari operators,jonah@revetours.com,722841382
TRA2/01/C01/62," PAWS AFRICA SAFARIS",,Mombasa,Mombasa,Tour or safari operators,george@pawsafrica.com,725857845
TRA5/42/C01/51717,MARURUMI SAFARIS LIMITED,,Kisumu,Kisumu,Tour or safari operators,machariajimmie44@gmail.com,716139806
TRA1/16/C01/51718,Real Africa Ltd.,,Machakos,Nairobi,Tour or safari operators,safari@real-africasafaris.com,721842919
TRA1/47/C01/51722,61 TRAVEL COMPANY LIMITED,,Nairobi,Nairobi,Tour or safari operators,mercy.61travels03@gmail.com,717856692
TRA2/1/C04/51730,Beths Travel Services Limited,,Mombasa,Mombasa,Travel Agency  (Ticketing),bethstravelservices@gmail.com,25441315164
TRA1/47/C01/2912,ZAZU SAFARI VENTURES,,Nairobi,Nairobi,Tour or safari operators,info@zazuventure.com,723794090
TRA2/33/C01/01,MARA INTREPIDS CAMP,,Narok,Mombasa,Tour or safari operators,gregory.wabuge@heritagehotels.co.keMUENDO@HERITAGEHOTELS.CO.KE,727484197
TRA2/06/C02/1001,NORTH BAY ESTATES,,Taita-Taveta,Mombasa,Tourist service vehicle hire,oliech@campkenya.com,25471587066
TRA2/01/C01/03,ASARAY TOURS AND SAFARIS,,Kilifi,Mombasa,Tour or safari operators,sales@asaraytours.com,25473269703
TRA2/01/C01/04,AFRICAN MEMORABLE SAFARIS,,Mombasa,Mombasa,Tour or safari operators,info@africanmemorablesafaris.com,722991382
TRA2/01/C01/07,ROSSPAT EXPEDITIONS-C02,,Kwale,Mombasa,Tour or safari operators,ROSSPATEXPEDITION@GMAIL.COM,721217960
TRA2/01/C01/08,AFRICAN QUEST SAFARIS - MOMBASA,,Mombasa,Mombasa,Tour or safari operators,INFO@AFRICANQUEST.CO.KE,722703852
TRA2/01/C01/10,SHANZU KENYA SUPER SAFARIS,,Mombasa,Mombasa,Tour or safari operators,FO@SHANZUKENYASUPERSAFARIS.COM,722537099
TRA2/01/C01/15,AFRICAN LAST MINUTE LTD,,Mombasa,Mombasa,Tour or safari operators,INFO@AFRICALASTMUTE.COM,722498870
TRA2/01/C01/25,EYES ON AFRICA ADVENTURE SAFARIS,,Kwale,Mombasa,Tour or safari operators,operations@eyesonafricasafaris.com,710487598
TRA2/01/C01/29,FARID KGS TOURS & SAFARIS,,Mombasa,Mombasa,Tour or safari operators,SIDIKFARID@YAHOO.COM,722839676
TRA2/01/C01/31,COAST ADVENTURE SAFARIS,,Mombasa,Mombasa,Tour or safari operators,info@coastadventuresafaris.com,728870264
TRA2/01/C01/36,KUFAMBA AFRICA LTD,,Mombasa,Mombasa,Tour or safari operators,info@kufamba.com,25473793356
TRA2/01/C01/38,KULDIPS TOURING COMPANY LIMITED,,Mombasa,Mombasa,Tour or safari operators,kuldipstouringcompanyltd@gmail.com,720302499
TRA2/01/C01/47,KENYAN SMILES TOURS AND TRAVEL LTD,,Mombasa,Mombasa,Tour or safari operators,kenyansmilestoursltd@yahoo.com,722348931
